id,date,user,pc,activity
{Z6F8-A3NT53ET-8946ZSJW},04/27/2010 14:18:10,MOH0273,PC-6699,Disconnect
{V7D3-E1BE22SN-2243ANCO},04/27/2010 14:33:29,MOH0273,PC-6699,Connect
{W1C3-D3JX48YW-8369HEDJ},04/27/2010 14:35:42,MOH0273,PC-6699,Disconnect
{M0X3-C6QB78IN-9919YVVU},04/27/2010 14:50:20,MOH0273,PC-6699,Connect
{P7C0-F3NY04WS-2231BYRW},04/27/2010 15:39:57,MOH0273,PC-6699,Disconnect
{Q0G5-J2WJ82TP-8337FQXN},04/27/2010 15:45:54,MOH0273,PC-6699,Connect
{I9T0-S0IO37XE-1962ZOSE},04/27/2010 15:54:41,MOH0273,PC-6699,Disconnect
{F8E2-X3EK34HD-2301XCZN},04/28/2010 07:20:45,MOH0273,PC-6699,Connect
{E9F2-P1VG60QD-7957STFF},04/28/2010 08:08:56,MOH0273,PC-6699,Disconnect
{B8T1-S5AK01MJ-2117YJZT},04/28/2010 08:16:55,MOH0273,PC-6699,Connect
{J0Y7-L1KV59ZC-6283XDRS},04/28/2010 08:17:05,MOH0273,PC-6699,Disconnect
{I7T6-O4YS80MC-6498SESP},04/28/2010 08:50:50,MOH0273,PC-6699,Connect
{K8K1-D4EY45JS-9932WUJW},04/28/2010 09:29:06,MOH0273,PC-6699,Disconnect
{S9E5-O1KA29ZP-6400WKVH},04/28/2010 10:17:11,MOH0273,PC-6699,Connect
{G0Z3-O4PZ07LE-6244DWPZ},04/28/2010 10:27:37,MOH0273,PC-6699,Disconnect
{N5U6-H9UQ88IH-5557LNDH},04/28/2010 10:29:44,MOH0273,PC-6699,Connect
{T7A4-S3IF26BX-8388ICJR},04/28/2010 11:54:30,MOH0273,PC-6699,Disconnect
{M8T2-Z0CC11HT-6930QSXO},04/29/2010 08:13:22,MOH0273,PC-6699,Connect
{L9P5-J7FC47AO-8178EZAI},04/29/2010 08:23:05,MOH0273,PC-6699,Disconnect
{K4V3-V0UE37YW-4233CCCP},04/29/2010 09:02:25,MOH0273,PC-6699,Connect
{V9A7-R5OV03UH-0759BXOP},04/29/2010 09:06:21,MOH0273,PC-6699,Disconnect
{I7D8-T0LL55KK-3165TRTK},04/29/2010 09:46:32,MOH0273,PC-6699,Connect
{S0D7-Y1YY84PY-3229VQST},04/29/2010 09:59:52,MOH0273,PC-6699,Disconnect
{I1P5-K6PD61HD-0874QXWA},04/29/2010 11:03:34,MOH0273,PC-6699,Connect
{U3Z6-M5QG89TK-9210HFSQ},04/29/2010 11:17:18,MOH0273,PC-6699,Disconnect
{P5M5-H7SQ50HI-2887MNRM},04/29/2010 12:13:02,MOH0273,PC-6699,Connect
{H0U1-Y0LV92EA-8359LOQK},04/29/2010 12:33:46,MOH0273,PC-6699,Disconnect
{G0W9-H4BO63TX-3546ZZPC},04/29/2010 12:46:38,MOH0273,PC-6699,Connect
{E7L7-P0WH07WP-9925LBEO},04/29/2010 12:47:24,MOH0273,PC-6699,Disconnect
{X3Q5-D2FD27HD-5633BFTV},04/29/2010 13:59:13,MOH0273,PC-6699,Connect
{L5R5-B0VJ81JN-6334NCEK},04/29/2010 14:02:08,MOH0273,PC-6699,Disconnect
{Q2M4-L5FX68TC-8214TFSK},04/29/2010 15:01:38,MOH0273,PC-6699,Connect
{E7S0-D7XN68DD-3238XBXM},04/29/2010 15:09:28,MOH0273,PC-6699,Disconnect
{E2U9-E7ZY55PJ-8242WGTW},04/29/2010 16:32:00,MOH0273,PC-6699,Connect
{F1T4-G2QU22VS-2400ZQOW},04/29/2010 17:24:04,MOH0273,PC-6699,Disconnect
{P0N5-Z0KY86VP-2141DLPW},04/30/2010 12:02:37,MOH0273,PC-6699,Connect
{X0E7-P4EC61DR-0759ADFT},04/30/2010 12:04:30,MOH0273,PC-6699,Disconnect
{Z1G3-V8ZB74UA-2710GQVV},04/30/2010 12:05:55,MOH0273,PC-6699,Connect
{U9F2-E6BE20PS-0521NPGZ},04/30/2010 12:20:46,MOH0273,PC-6699,Disconnect
{V8F2-O5BX80KV-2493MMHJ},04/30/2010 13:34:47,MOH0273,PC-6699,Connect
{X2H7-B2BQ10PT-1177SNYL},04/30/2010 13:51:23,MOH0273,PC-6699,Disconnect
{Y6I1-M7UG47US-0416UJZB},04/30/2010 13:55:59,MOH0273,PC-6699,Connect
{B7A2-I9AO69TX-3894FNOO},04/30/2010 14:02:09,MOH0273,PC-6699,Disconnect
{J4E7-D8IP92YC-8894BLJB},04/30/2010 14:24:02,MOH0273,PC-6699,Connect
{Y8S8-T8VW91UK-8372AOXV},04/30/2010 14:27:56,MOH0273,PC-6699,Disconnect
{I8L1-V9IU86GY-0410FKGR},04/30/2010 14:31:50,MOH0273,PC-6699,Connect
{H6A5-U6JI37EO-1817SGZL},04/30/2010 14:33:54,MOH0273,PC-6699,Disconnect
{K0U9-K0KT53NI-7403EPMI},04/30/2010 14:45:59,MOH0273,PC-6699,Connect
{P8R5-Q8QC43RA-4456FFSH},04/30/2010 14:48:39,MOH0273,PC-6699,Disconnect
{X9P3-M2YM55EE-9476NAUH},05/01/2010 07:37:15,MOH0273,PC-6699,Connect
{T1B7-F2PH86VH-3943JTTM},05/01/2010 07:48:10,MOH0273,PC-6699,Disconnect
{Y7X2-P4DU00CG-6571EZBX},05/01/2010 08:52:32,MOH0273,PC-6699,Connect
{K5V3-J8QU23CS-5245PBXE},05/01/2010 09:05:27,MOH0273,PC-6699,Disconnect
{C0Q9-I5TN38NZ-3189YTLV},05/01/2010 09:26:29,MOH0273,PC-6699,Connect
{W5B4-N9XM97UZ-1476JPET},05/01/2010 09:45:47,MOH0273,PC-6699,Disconnect
{K3H7-M7AX06NS-1803ERQH},05/01/2010 12:16:17,MOH0273,PC-6699,Connect
{N0R3-Z3QS27BD-8287MEJR},05/01/2010 12:25:21,MOH0273,PC-6699,Disconnect
{S2I2-E8HO68ZL-0464QOMF},05/01/2010 13:29:39,MOH0273,PC-6699,Connect
{L2G5-X2VX67NK-2127PQYZ},05/01/2010 13:52:00,MOH0273,PC-6699,Disconnect
{J7S1-Q3XQ28HQ-2717YTHW},05/01/2010 14:09:46,MOH0273,PC-6699,Connect
{H4F3-Z9HY22KF-9056BCUF},05/01/2010 14:12:53,MOH0273,PC-6699,Disconnect
{Y7Q3-E4PJ23MI-8075UOPL},05/01/2010 15:28:47,MOH0273,PC-6699,Connect
{Q7Q1-L7OW32YS-4093IMWR},05/01/2010 15:43:53,MOH0273,PC-6699,Disconnect
{P3D1-D5SW51UK-4003TXYX},05/01/2010 16:52:08,MOH0273,PC-6699,Connect
{P5I2-P3DB96YX-2127WEZL},05/01/2010 16:58:56,MOH0273,PC-6699,Disconnect
{O1R4-M8YD30VW-3035VMLD},05/02/2010 08:11:28,MOH0273,PC-6699,Connect
{L9G3-T4OX50PO-1755MYGV},05/02/2010 08:26:21,MOH0273,PC-6699,Disconnect
{D8K6-G8MF20ZE-4738FYDO},05/02/2010 09:43:48,MOH0273,PC-6699,Connect
{D9M3-F7VM90LN-8830MNPA},05/02/2010 10:15:02,MOH0273,PC-6699,Disconnect
{A6F8-H5IM17RP-8630GWVP},05/02/2010 10:46:00,MOH0273,PC-6699,Connect
{U2L1-D6FH75CT-6853HKUU},05/02/2010 11:15:19,MOH0273,PC-6699,Disconnect
{R1K7-Z9EZ71EQ-1243RORH},05/02/2010 12:26:55,MOH0273,PC-6699,Connect
{V7I6-U7TB05BJ-4574ERNL},05/02/2010 12:56:06,MOH0273,PC-6699,Disconnect
{Y8O0-Q5FN63LK-4292ZTKB},05/02/2010 13:40:11,MOH0273,PC-6699,Connect
{M6Q2-G5BQ41PR-3275FXFE},05/02/2010 14:01:07,MOH0273,PC-6699,Disconnect
{U2F7-E6ZE37LA-7300PXXW},05/02/2010 14:05:01,MOH0273,PC-6699,Connect
{K4D6-S9KC30PR-2699WTJF},05/02/2010 14:35:50,MOH0273,PC-6699,Disconnect
{R5Y5-X3UD42TT-4614QDTH},05/02/2010 15:26:31,MOH0273,PC-6699,Connect
{C0V8-W9YE38LY-8987JRKT},05/02/2010 15:59:28,MOH0273,PC-6699,Disconnect
{B7K3-V0ZB48ZE-1767UJWK},05/02/2010 16:23:56,MOH0273,PC-6699,Connect
{U3N8-V1SP76KX-8474QBJO},05/02/2010 16:35:51,MOH0273,PC-6699,Disconnect
{C5B1-V1QE83TG-4805WQZM},05/03/2010 07:23:53,MOH0273,PC-6699,Connect
{C6C3-C0IR10ZY-4120TCWY},05/03/2010 07:25:42,MOH0273,PC-6699,Disconnect
{J9F7-R6DI84FK-8954IDFI},05/03/2010 07:34:04,MOH0273,PC-6699,Connect
{W2S1-E4TM39KB-4894UESA},05/03/2010 08:31:52,MOH0273,PC-6699,Disconnect
{T2A2-B3VU84CX-0765MXIH},05/03/2010 09:24:30,MOH0273,PC-6699,Connect
{P9L9-S1HS71KE-0725NHGA},05/03/2010 09:27:02,MOH0273,PC-6699,Disconnect
{E8U3-M8UX69MW-4826OLXT},05/03/2010 10:41:44,MOH0273,PC-6699,Connect
{Y1J4-A7SC30VD-8025HVWY},05/03/2010 11:07:52,MOH0273,PC-6699,Disconnect
{P4F5-D0JL64IW-5460REFZ},05/03/2010 11:32:29,MOH0273,PC-6699,Connect
{R3R8-Q0LP84MG-2010WLOO},05/03/2010 11:41:31,MOH0273,PC-6699,Disconnect
{G2D8-S4BV36ET-7109XBNJ},05/03/2010 14:39:18,MOH0273,PC-6699,Connect
{G4Z0-T0DL88QR-8355TCJD},05/03/2010 15:01:47,MOH0273,PC-6699,Connect
{F6Q5-G8HP80TD-2472UPOP},05/03/2010 15:17:30,MOH0273,PC-6699,Disconnect
{E2F7-R6NF01PO-0785YSIW},05/03/2010 15:38:03,MOH0273,PC-6699,Connect
{N7W4-B6KR46DJ-8151WUNQ},05/03/2010 16:05:30,MOH0273,PC-6699,Disconnect
{T7O5-K6TE29RX-4954SQSH},05/04/2010 08:05:06,MOH0273,PC-6699,Connect
{K2A3-D9TU39XD-1448BVED},05/04/2010 08:33:13,MOH0273,PC-6699,Disconnect
{V8X9-B6HL15BU-6030NBAC},05/04/2010 08:42:01,MOH0273,PC-6699,Connect
{J3F0-D5WZ92EM-4828AAOX},05/04/2010 08:44:40,MOH0273,PC-6699,Disconnect
{I1C9-T2PV50ZC-3447XFIY},05/04/2010 09:32:29,MOH0273,PC-6699,Connect
{B9L6-Y0YD74JX-9342AJVS},05/04/2010 10:29:16,MOH0273,PC-6699,Disconnect
{O7C5-J4XZ62GY-1466FWKX},05/04/2010 10:31:42,MOH0273,PC-6699,Connect
{G7S2-A0WN63LD-0709WKOS},05/04/2010 10:47:08,MOH0273,PC-6699,Disconnect
{Q2Y3-K9EB41CU-0683SFPP},05/04/2010 13:05:37,MOH0273,PC-6699,Connect
{F1B7-J6CH31BB-4144JNGY},05/04/2010 13:21:47,MOH0273,PC-6699,Disconnect
{S3E9-Y2UA94IF-1770KEWA},05/04/2010 14:43:42,MOH0273,PC-6699,Connect
{F3T6-C0XF74AF-4705RCQR},05/04/2010 14:54:49,MOH0273,PC-6699,Disconnect
{F8O4-S1CW90LE-3568YZZN},05/04/2010 15:00:01,MOH0273,PC-6699,Connect
{I7Z0-V1PP65RL-0482NRCU},05/04/2010 15:06:27,MOH0273,PC-6699,Disconnect
{D3W2-Q8DV61KB-3113CRWI},05/04/2010 16:33:40,MOH0273,PC-6699,Connect
{V2O9-W2IC50UJ-3528IXWB},05/04/2010 16:38:32,MOH0273,PC-6699,Disconnect
{O8P7-S7JZ95PY-2931IJAP},05/04/2010 16:55:45,MOH0273,PC-6699,Connect
{Y3S7-Q2XZ97BT-0954WSTP},05/04/2010 17:11:00,MOH0273,PC-6699,Disconnect
{B1U9-S1UC71EP-1324OYIT},05/05/2010 08:08:58,MOH0273,PC-6699,Connect
{P0P6-M6PN13RC-3177JJEZ},05/05/2010 08:21:30,MOH0273,PC-6699,Disconnect
{K8N0-G8HQ79AG-7355LGUC},05/05/2010 10:48:08,MOH0273,PC-6699,Connect
{L1E4-Q3PD48QK-5043RUPZ},05/05/2010 11:13:39,MOH0273,PC-6699,Disconnect
{S3M7-J4WR30XO-5171OUNF},05/05/2010 12:12:00,MOH0273,PC-6699,Connect
{B4Q2-E2XO49YC-5474SYXW},05/05/2010 12:51:21,MOH0273,PC-6699,Disconnect
{B6S1-N5OY59ZS-8635CWEU},05/05/2010 12:59:28,MOH0273,PC-6699,Connect
{R3J3-D3YN03BZ-5301VBQU},05/05/2010 13:15:13,MOH0273,PC-6699,Disconnect
{V1C6-G1MN16PU-1296MFCZ},05/05/2010 14:47:47,MOH0273,PC-6699,Connect
{N3H6-L9MA03OA-4529GXPP},05/05/2010 14:50:52,MOH0273,PC-6699,Disconnect
{U1S8-X2HX28DN-4040KORQ},05/05/2010 15:44:07,MOH0273,PC-6699,Connect
{V5I4-A8LO57OT-4946SSXR},05/05/2010 15:44:08,MOH0273,PC-6699,Disconnect
{C9X1-A8XX49DA-8050WJJE},05/05/2010 17:04:43,MOH0273,PC-6699,Connect
{U9T5-O4SL25XD-5671TMPU},05/05/2010 17:16:43,MOH0273,PC-6699,Disconnect
{B4B9-P2XT40GO-9252VEOY},05/06/2010 07:31:20,MOH0273,PC-6699,Connect
{K2S0-Q6OU80AD-0342WXVL},05/06/2010 07:38:31,MOH0273,PC-6699,Disconnect
{T9T3-U1MI82KR-3762YSAR},05/06/2010 09:01:40,MOH0273,PC-6699,Connect
{V7M0-X7RZ91AA-0653QVNF},05/06/2010 09:05:40,MOH0273,PC-6699,Disconnect
{K2F4-M1OS70SR-3678LWQN},05/06/2010 09:21:34,MOH0273,PC-6699,Connect
{X7Y8-Q2HA47BE-4933VAUA},05/06/2010 09:30:55,MOH0273,PC-6699,Disconnect
{K3J4-R8LQ71HQ-8806UQVN},05/06/2010 09:38:40,MOH0273,PC-6699,Connect
{B1E8-J2VV87GI-0955EXAD},05/06/2010 09:49:13,MOH0273,PC-6699,Disconnect
{G7Y1-D7BF21UF-2363UKIW},05/06/2010 10:06:31,MOH0273,PC-6699,Connect
{F2P3-R5OI36GS-7217TUFT},05/06/2010 10:12:23,MOH0273,PC-6699,Disconnect
{O9E0-H3CX69NP-9103AUJF},05/06/2010 11:01:15,MOH0273,PC-6699,Connect
{R2Z2-O1CX39QH-0921CQUA},05/06/2010 11:08:39,MOH0273,PC-6699,Disconnect
{G8U0-I9TK43CC-2461ZLVD},05/06/2010 11:20:36,MOH0273,PC-6699,Connect
{Y7Y9-G4XQ76XJ-0767LJOY},05/06/2010 11:34:17,MOH0273,PC-6699,Disconnect
{Q1L3-S4QF17XH-8426MCBT},05/06/2010 15:11:14,MOH0273,PC-6699,Connect
{Q3A9-Q5WA04ZB-7416PMEK},05/06/2010 15:24:44,MOH0273,PC-6699,Disconnect
{R9F8-J6DT21ZU-5248SQIN},05/06/2010 15:30:20,MOH0273,PC-6699,Connect
{E0I5-E2IU98DZ-3311EFQM},05/06/2010 15:32:36,MOH0273,PC-6699,Disconnect
{F4H1-T9NZ40EU-1036GRIW},05/07/2010 08:13:50,MOH0273,PC-6699,Connect
{Q2F7-M6XA70IM-4803HTEK},05/07/2010 08:35:55,MOH0273,PC-6699,Disconnect
{R9H4-R6RO49ZP-8883CXLM},05/07/2010 08:43:08,MOH0273,PC-6699,Connect
{J3X7-C0DO55WF-0010WAZK},05/07/2010 09:13:25,MOH0273,PC-6699,Disconnect
{L5Z0-O0NE52TB-3585JXWA},05/07/2010 10:09:47,MOH0273,PC-6699,Connect
{R4H9-U4TU80LT-3236QTZK},05/07/2010 10:17:42,MOH0273,PC-6699,Disconnect
{K7I7-M8XP24VH-1719YFPT},05/07/2010 11:10:14,MOH0273,PC-6699,Connect
{D0V6-Z2GP21DV-5234KNCN},05/07/2010 11:28:10,MOH0273,PC-6699,Disconnect
{Z8W9-L9DP68AN-7616WTIE},05/07/2010 11:48:28,MOH0273,PC-6699,Connect
{U2X4-R4AH95ZB-5304BZAR},05/07/2010 12:41:09,MOH0273,PC-6699,Disconnect
{A7R0-B1PA60IW-1547PKOE},05/07/2010 15:04:44,MOH0273,PC-6699,Connect
{D0M0-P9LD82DX-3913AYQR},05/07/2010 15:13:17,MOH0273,PC-6699,Disconnect
{Y6P5-M8IX51ZO-2187LGNE},05/07/2010 15:17:16,MOH0273,PC-6699,Connect
{U8W5-P1EN20DQ-8278MOOG},05/07/2010 15:52:22,MOH0273,PC-6699,Disconnect
{Y2T7-E6QI75AO-0305TIJQ},05/07/2010 16:41:37,MOH0273,PC-6699,Connect
{C4Z9-X3XS98RM-6288CVNU},05/07/2010 16:56:19,MOH0273,PC-6699,Disconnect
{R1A0-P9DS98AU-0250RXRM},05/08/2010 07:15:10,MOH0273,PC-6699,Connect
{L4B9-T2PR82DF-2644JKUC},05/08/2010 07:15:21,MOH0273,PC-6699,Disconnect
{S9P8-R2UG15EQ-2029NOFO},05/08/2010 07:40:25,MOH0273,PC-6699,Connect
{K9N3-I8XF01RB-6359OTYE},05/08/2010 07:52:38,MOH0273,PC-6699,Disconnect
{O6Z5-C5XY78PR-2110DFGX},05/08/2010 09:38:37,MOH0273,PC-6699,Connect
{J7B8-M2BH52DM-6986VKUM},05/08/2010 09:40:01,MOH0273,PC-6699,Disconnect
{I0O3-P4GH37MR-6638SRLB},05/08/2010 09:53:35,MOH0273,PC-6699,Connect
{W7F8-B9YP34UQ-2398PGLD},05/08/2010 10:14:25,MOH0273,PC-6699,Disconnect
{X1Y4-Q5IQ42NH-3171QXOM},05/08/2010 13:11:22,MOH0273,PC-6699,Connect
{R4V8-J3PK63YX-2190NFQT},05/08/2010 13:20:36,MOH0273,PC-6699,Disconnect
{I9C7-W6BU18JX-7367YOPX},05/08/2010 15:45:10,MOH0273,PC-6699,Connect
{K7X6-U6AX93MZ-7680CVPH},05/08/2010 15:50:57,MOH0273,PC-6699,Disconnect
{D0A0-O0OK30DB-5056URLL},05/08/2010 16:11:51,MOH0273,PC-6699,Connect
{B6X4-X4NJ04EG-2073ZBPN},05/08/2010 16:25:58,MOH0273,PC-6699,Disconnect
{G8G6-J9OZ42CQ-7613JJQP},05/08/2010 16:57:18,MOH0273,PC-6699,Connect
{A5L4-B6DS70VG-3298YGMZ},05/08/2010 17:08:50,MOH0273,PC-6699,Disconnect
{H8Z9-A0BE21JC-9653ECJG},05/10/2010 09:46:10,MOH0273,PC-6699,Connect
{P9I2-T6EB33QT-5336NIUX},05/10/2010 10:31:16,MOH0273,PC-6699,Disconnect
{C3K7-N9IL28XC-4170HJBJ},05/10/2010 10:43:52,MOH0273,PC-6699,Connect
{D2T2-P1XQ35NR-2108EINK},05/10/2010 10:49:52,MOH0273,PC-6699,Disconnect
{I2L4-X6XP63QI-4528QJJR},05/10/2010 11:27:03,MOH0273,PC-6699,Connect
{D8T6-C6MU10VV-0535HPSH},05/10/2010 11:51:05,MOH0273,PC-6699,Disconnect
{O9T9-X3QT46GZ-6855EZKI},05/10/2010 12:39:53,MOH0273,PC-6699,Connect
{X1S6-G8CT11BK-3512SPVB},05/10/2010 13:03:42,MOH0273,PC-6699,Disconnect
{R9N4-G0ON72YN-9486FGXD},05/10/2010 13:30:11,MOH0273,PC-6699,Connect
{Y1H6-H5SS09HD-1097XRPN},05/10/2010 13:38:09,MOH0273,PC-6699,Disconnect
{M7K4-I2NS37ML-2959PLNP},05/10/2010 15:02:38,MOH0273,PC-6699,Connect
{W9E6-G7QZ00RV-5529KOBZ},05/10/2010 15:17:04,MOH0273,PC-6699,Disconnect
{G9H5-J5RN96DZ-6144URAT},05/10/2010 17:01:00,MOH0273,PC-6699,Connect
{A8N3-L6NX69AV-7871LVRO},05/10/2010 17:10:34,MOH0273,PC-6699,Disconnect
{P8I5-A9VY92YG-5496MCBI},05/11/2010 07:47:25,MOH0273,PC-6699,Connect
{Q6W7-B4EX06HN-0059TLFY},05/11/2010 08:01:13,MOH0273,PC-6699,Disconnect
{E9L4-Z1EG52FX-9951AAKJ},05/11/2010 08:52:51,MOH0273,PC-6699,Connect
{S1L7-C4DN61FY-6919MART},05/11/2010 09:15:56,MOH0273,PC-6699,Disconnect
{K5Y0-L1TR83CJ-9563WMIK},05/11/2010 09:34:55,MOH0273,PC-6699,Connect
{I6C8-W3BZ65YY-5797XMXL},05/11/2010 09:56:43,MOH0273,PC-6699,Disconnect
{L0R9-T7IV00OD-9998AJHM},05/11/2010 10:02:39,MOH0273,PC-6699,Connect
{Q7V3-E4OO95EN-2115TJXS},05/11/2010 10:10:54,MOH0273,PC-6699,Disconnect
{W5O3-V0EB93YJ-2367QPPT},05/11/2010 10:11:51,MOH0273,PC-6699,Connect
{C1L7-M4YE79FD-3611BYVK},05/11/2010 11:10:34,MOH0273,PC-6699,Disconnect
{X2L1-L1XN92JQ-0945MPXF},05/11/2010 11:27:28,MOH0273,PC-6699,Connect
{N3Y5-Z8BX08DH-2256OXYA},05/11/2010 12:16:02,MOH0273,PC-6699,Disconnect
{V4S7-I6PU08DI-4834WTIN},05/11/2010 15:46:54,MOH0273,PC-6699,Connect
{M2H3-K7SY47DP-9885KZQN},05/11/2010 15:55:48,MOH0273,PC-6699,Disconnect
{Q6E6-Q0WS89SJ-6311DSPX},05/11/2010 16:57:36,MOH0273,PC-6699,Connect
{L3S8-S4KP96QC-1690ZGGH},05/11/2010 16:59:28,MOH0273,PC-6699,Disconnect
{E4P5-Q5DW95NL-9730NIYX},05/11/2010 17:02:03,MOH0273,PC-6699,Connect
{U2E0-I8ZB45ZI-9690SECW},05/11/2010 17:04:48,MOH0273,PC-6699,Disconnect
{E6V2-T5EH88MN-9644LJNP},05/12/2010 07:22:13,MOH0273,PC-6699,Connect
{Y4W1-V7BF39WK-2315TBFO},05/12/2010 08:01:48,MOH0273,PC-6699,Disconnect
{U7T8-O5RD47TZ-0927BRDM},05/12/2010 08:38:36,MOH0273,PC-6699,Connect
{Z3B3-C4AO46GQ-2162YGDM},05/12/2010 08:58:43,MOH0273,PC-6699,Disconnect
{S1S3-G7VB19VJ-3587FQMF},05/12/2010 09:05:21,MOH0273,PC-6699,Connect
{Z6T3-N6SL56JL-6165HMDH},05/12/2010 09:31:11,MOH0273,PC-6699,Disconnect
{J7D4-H0SP23HW-1436SQRJ},05/12/2010 10:49:17,MOH0273,PC-6699,Connect
{B6A3-I7FR46NL-6176PLDE},05/12/2010 10:52:22,MOH0273,PC-6699,Disconnect
{T6R4-O8DK23FF-7746GSOA},05/12/2010 11:25:32,MOH0273,PC-6699,Connect
{J3T8-Z6ZR85DG-3263HWJB},05/12/2010 11:49:05,MOH0273,PC-6699,Disconnect
{G4Y3-E5VC13AH-2424BDYT},05/12/2010 13:41:32,MOH0273,PC-6699,Connect
{Y9J6-M4VQ97AU-3604VXMJ},05/12/2010 13:49:46,MOH0273,PC-6699,Disconnect
{L8U2-C9BW25ZX-2803GRIF},05/12/2010 14:06:34,MOH0273,PC-6699,Connect
{Q5T6-O8LQ26NT-6025JQFH},05/12/2010 14:52:01,MOH0273,PC-6699,Disconnect
{P8Y6-U7KO96TU-9286DHTD},05/12/2010 15:24:17,MOH0273,PC-6699,Connect
{B6L2-N3HB67MV-4000AOOM},05/12/2010 15:42:33,MOH0273,PC-6699,Disconnect
{B5U4-J6BC11HH-0853UEFB},05/13/2010 07:19:50,MOH0273,PC-6699,Connect
{O9N3-H6GV79PS-9885DKVL},05/13/2010 07:22:34,MOH0273,PC-6699,Disconnect
{U5L1-N0GX32XQ-7176FZXE},05/13/2010 09:33:20,MOH0273,PC-6699,Connect
{R6S3-Q8RX75JD-8460FQGK},05/13/2010 09:41:53,MOH0273,PC-6699,Disconnect
{Y5B1-O3PW39XE-1005IJJY},05/13/2010 09:56:51,MOH0273,PC-6699,Connect
{U7U5-Z3IJ88RX-9000TVHU},05/13/2010 10:21:04,MOH0273,PC-6699,Disconnect
{L2K1-R2WP89VT-8259ZJAO},05/13/2010 11:01:13,MOH0273,PC-6699,Connect
{Z2L1-X5HF37QV-9822XOZR},05/13/2010 11:13:19,MOH0273,PC-6699,Disconnect
{P2S3-I5UA03CW-1624BZKY},05/13/2010 12:11:38,MOH0273,PC-6699,Connect
{R2D6-A1GS77AC-7116CYSH},05/13/2010 12:18:44,MOH0273,PC-6699,Disconnect
{Y5M1-G0QA56DD-3378LBCZ},05/13/2010 12:45:14,MOH0273,PC-6699,Connect
{F2S5-R7OD63PP-4235NAXT},05/13/2010 12:50:47,MOH0273,PC-6699,Disconnect
{I6B2-K3LU18HS-1555EFRS},05/13/2010 14:00:02,MOH0273,PC-6699,Connect
{U0X7-X0MB34SV-2393YAGB},05/13/2010 14:28:40,MOH0273,PC-6699,Disconnect
{S1X4-W6EG62UX-4568AJUO},05/13/2010 15:05:30,MOH0273,PC-6699,Connect
{A8V2-X3YR18FH-3572FNSZ},05/13/2010 15:05:46,MOH0273,PC-6699,Disconnect
{A8W4-V5ZE21FL-3232GYOH},05/13/2010 15:37:03,MOH0273,PC-6699,Connect
{Z7B4-W1LS91IZ-9920KTYE},05/13/2010 15:59:48,MOH0273,PC-6699,Disconnect
{B7X7-P1FJ33IV-9967MRZY},05/14/2010 07:54:29,MOH0273,PC-6699,Connect
{D9G3-Y0KP40EN-7020OHZH},05/14/2010 08:02:24,MOH0273,PC-6699,Disconnect
{L9A0-D3VX96SO-4248OUIA},05/14/2010 08:39:48,MOH0273,PC-6699,Connect
{K6N1-I0DF86JZ-6106RSGI},05/14/2010 09:08:43,MOH0273,PC-6699,Disconnect
{G1Q3-I4QQ57RA-8880QODT},05/14/2010 09:15:46,MOH0273,PC-6699,Connect
{X8M6-O0EY58FB-9002IUAC},05/14/2010 09:33:30,MOH0273,PC-6699,Disconnect
{U0F1-E0RU07FE-8843RQYI},05/14/2010 10:21:36,MOH0273,PC-6699,Connect
{F1O3-C7VZ40HB-2656XRKQ},05/14/2010 10:52:49,MOH0273,PC-6699,Disconnect
{G2V6-Y5EN94BY-8494AEWM},05/14/2010 13:16:22,MOH0273,PC-6699,Connect
{Z8E4-A7OV22DK-7964HXSO},05/14/2010 13:47:44,MOH0273,PC-6699,Disconnect
{Q9A1-S0LF65WT-9821RGJJ},05/14/2010 13:48:55,MOH0273,PC-6699,Connect
{O0M3-A3CW25NR-7815TYGN},05/14/2010 13:58:51,MOH0273,PC-6699,Disconnect
{Z6P7-T1FY33VA-6993SUTB},05/17/2010 07:15:49,MOH0273,PC-6699,Connect
{S5A0-V3VL50TL-8492AYQU},05/17/2010 07:17:18,MOH0273,PC-6699,Disconnect
{V4M4-K3EJ50GA-2820EPKV},05/17/2010 08:04:43,MOH0273,PC-6699,Connect
{B6D2-W5MO46VB-4579CPRJ},05/17/2010 08:37:06,MOH0273,PC-6699,Disconnect
{U9Y0-K7FM38RG-6086SPZX},05/17/2010 09:20:31,MOH0273,PC-6699,Connect
{D0T1-W1VQ91YE-5079HRWB},05/17/2010 09:52:12,MOH0273,PC-6699,Disconnect
{Q6Q1-W0YH40JP-3066HZUS},05/17/2010 10:29:19,MOH0273,PC-6699,Connect
{X5O1-O5DU42TS-5978UWHX},05/17/2010 10:43:33,MOH0273,PC-6699,Disconnect
{Q7L0-A0JA73OY-6770MCUU},05/17/2010 11:06:10,MOH0273,PC-6699,Connect
{L1Z4-W6GY17QB-3038BTOJ},05/17/2010 11:21:14,MOH0273,PC-6699,Disconnect
{Y4A8-H2UA58PW-2669QGES},05/17/2010 12:55:30,MOH0273,PC-6699,Connect
{L0Y5-V4MK15QO-1880LCEU},05/17/2010 12:57:05,MOH0273,PC-6699,Disconnect
{V9E0-J5UZ21CM-7608SLEY},05/17/2010 15:58:00,MOH0273,PC-6699,Connect
{G0X0-Q4WY16WK-9459GWMA},05/17/2010 16:19:00,MOH0273,PC-6699,Disconnect
